CG_name	Gene	Chromosome	Site
CR44907	asRNA:CR44907	2L	""
CR44908	lncRNA:CR44908	2L	""
CR44909	lncRNA:CR44909	2L	""
CR44910	asRNA:CR44910	2L	""
CR44911	asRNA:CR44911	2L	""
CR44912	lncRNA:CR44912	2L	""
CR44913	lncRNA:CR44913	2L	""
CR44914	lncRNA:CR44914	2L	""
CR44915	lncRNA:CR44915	2L	""
CR44916	lncRNA:CR44916	2L	""
CR44917	lncRNA:CR44917	2L	""
CR44918	lncRNA:CR44918	2L	""
CR44919	lncRNA:CR44919	2L	""
CR44920	lncRNA:CR44920	2L	""
CR44921	lncRNA:CR44921	3R	""
CR44922	lncRNA:CR44922	3R	""
CR44923	lncRNA:CR44923	3R	""
CR44924	lncRNA:CR44924	3R	""
CR44925	lncRNA:CR44925	3R	""
CR44926	lncRNA:CR44926	3R	""
CR44927	lncRNA:CR44927	3R	""
CR44928	lncRNA:CR44928	3R	""
CR44929	lncRNA:CR44929	3R	""
CR44930	lncRNA:CR44930	3R	""
CR44931	lncRNA:CR44931	3R	""
CR44932	lncRNA:CR44932	3R	""
CR44933	lncRNA:CR44933	3R	""
CR44934	lncRNA:CR44934	3R	""
CR44935	lncRNA:CR44935	3R	""
CR44936	lncRNA:CR44936	3R	""
CR44937	lncRNA:CR44937	3R	""
CR44938	lncRNA:CR44938	3R	""
CR44939	lncRNA:CR44939	3R	""
CR44940	lncRNA:CR44940	3R	""
CR44941	lncRNA:CR44941	3R	""
CR44942	lncRNA:CR44942	3R	""
CR44943	lncRNA:CR44943	3R	""
CR44944	lncRNA:CR44944	3R	""
CR44945	lncRNA:CR44945	3R	""
CR44946	lncRNA:CR44946	3R	""
CR44947	lncRNA:CR44947	3R	""
CR44948	lncRNA:CR44948	3R	""
CR44949	lncRNA:CR44949	3R	""
CR44950	lncRNA:CR44950	3R	""
CR44951	lncRNA:CR44951	3R	""
CR44952	lncRNA:CR44952	3R	""
CR44953	lncRNA:CR44953	3R	""
CR44955	lncRNA:CR44955	3R	""
CR44957	lncRNA:CR44957	X	""
CR44958	asRNA:CR44958	X	""
CR44959	asRNA:CR44959	X	""
CR44960	asRNA:CR44960	X	""
CR44961	asRNA:CR44961	X	""
CR44962	asRNA:CR44962	X	""
CR44963	lncRNA:CR44963	X	""
CR44964	lncRNA:CR44964	X	""
CR44965	lncRNA:CR44965	X	""
CR44966	lncRNA:CR44966	X	""
CR44967	lncRNA:CR44967	3R	""
CR44968	asRNA:CR44968	2L	""
CR44969	asRNA:CR44969	2L	""
CR44970	lncRNA:CR44970	2L	""
CR44971	lncRNA:CR44971	2L	""
CR44972	asRNA:CR44972	2L	""
CR44973	lncRNA:CR44973	2L	""
CR44974	lncRNA:CR44974	2L	""
CR44975	asRNA:CR44975	2L	""
CR44976	asRNA:CR44976	2L	""
CR44977	lncRNA:CR44977	2L	""
CR44978	lncRNA:CR44978	2L	""
CR44979	lncRNA:CR44979	2L	""
CR44980	lncRNA:CR44980	2L	""
CR44981	asRNA:CR44981	2L	""
CR44982	asRNA:CR44982	2L	""
CR44983	lncRNA:CR44983	2L	""
CR44984	asRNA:CR44984	2L	""
CR44985	lncRNA:CR44985	2L	""
CR44986	lncRNA:CR44986	2L	""
CR44987	asRNA:CR44987	2L	""
CR44988	lncRNA:CR44988	2L	""
CR44989	asRNA:CR44989	2L	""
CR44990	asRNA:CR44990	2L	""
CR44991	lncRNA:CR44991	2L	""
CR44992	asRNA:CR44992	2L	""
CR44993	lncRNA:CR44993	2L	""
CR44994	lncRNA:CR44994	2L	""
CR44995	asRNA:CR44995	2L	""
CR44996	asRNA:CR44996	2L	""
CR44997	lncRNA:CR44997	X	""
CR44998	asRNA:CR44998	X	""
CR44999	lncRNA:CR44999	X	""
CR45000	asRNA:CR45000	X	""
CR45001	asRNA:CR45001	X	""
CR45003	lncRNA:CR45003	X	""
CR45004	lncRNA:CR45004	2L	""
CR45005	lncRNA:CR45005	2L	""
CR45006	lncRNA:CR45006	2L	""
CR45007	asRNA:CR45007	2L	""
CR45008	asRNA:CR45008	2L	""
CR45009	asRNA:CR45009	X	""
CR45010	lncRNA:CR45010	X	""
CR45013	lncRNA:CR45013	2L	""
CR45014	lncRNA:CR45014	2L	""
CR45015	asRNA:CR45015	3R	""
CR45016	asRNA:CR45016	3R	""
CR45018	lncRNA:CR45018	X	""
CR45020	lncRNA:CR45020	2R	""
CR45021	lncRNA:CR45021	2R	""
CR45022	lncRNA:CR45022	2R	""
CR45023	lncRNA:CR45023	3R	""
CR45024	asRNA:CR45024	3R	""
CR45025	lncRNA:CR45025	3L	""
CR45026	asRNA:CR45026	3L	""
CR45028	asRNA:CR45028	3R	""
CR45029	lncRNA:CR45029	3R	""
CR45030	lncRNA:CR45030	3R	""
CR45031	lncRNA:CR45031	2R	""
CR45032	lncRNA:CR45032	2R	""
CR45033	CR45033	3R	""
CR45034	lncRNA:CR45034	3L	""
CR45035	lncRNA:CR45035	3L	""
CR45036	lncRNA:CR45036	3L	""
CR45037	lncRNA:CR45037	3R	""
CR45038	lncRNA:CR45038	3R	""
CR45039	lncRNA:CR45039	3R	""
CR45040	lncRNA:CR45040	3R	""
CR45041	asRNA:CR45041	3R	""
CR45042	asRNA:CR45042	3L	""
CR45043	lncRNA:CR45043	3L	""
CR45044	asRNA:CR45044	3R	""
CR45046	asRNA:CR45046	3R	""
CR45047	lncRNA:CR45047	3R	""
CR45048	lncRNA:CR45048	3R	""
CR45052	lncRNA:CR45052	3R	""
CR45053	asRNA:CR45053	3R	""
CR45054	lncRNA:CR45054	3R	""
CR45055	lncRNA:CR45055	3R	""
CR45056	asRNA:CR45056	3R	""
CR45059	lncRNA:CR45059	X	""
CR45082	lncRNA:CR45082	X	""
CR45096	lncRNA:CR45096	3L	""
CR45097	lncRNA:CR45097	3L	""
CR45098	lncRNA:CR45098	3L	""
CR45102	lncRNA:CR45102	X	""
CR45103	lncRNA:CR45103	3R	""
CR45104	asRNA:CR45104	3R	""
CR45106	tRNA:Thr-TGT-2-3	2R	""
CR45107	tRNA:Thr-TGT-2-4	2R	""
CR45108	asRNA:CR45108	2R	""
CR45109	lncRNA:CR45109	3R	""
CR45111	lncRNA:CR45111	2L	""
CR45112	lncRNA:CR45112	2L	""
CR45113	lncRNA:CR45113	3L	""
CR45114	lncRNA:CR45114	3L	""
CR45115	lncRNA:CR45115	3L	""
CR45117	lncRNA:CR45117	3L	""
CR45118	lncRNA:CR45118	3L	""
CR45119	lncRNA:CR45119	3L	""
CR45120	lncRNA:CR45120	3L	""
CR45121	asRNA:CR45121	3L	""
CR45123	lncRNA:CR45123	4	""
CR45124	asRNA:CR45124	4	""
CR45125	lncRNA:CR45125	4	""
CR45126	asRNA:CR45126	4	""
CR45127	lncRNA:CR45127	2R	""
CR45128	lncRNA:CR45128	2R	""
CR45129	asRNA:CR45129	2R	""
CR45130	asRNA:CR45130	2R	""
CR45131	asRNA:CR45131	2R	""
CR45132	asRNA:CR45132	2R	""
CR45133	asRNA:CR45133	2R	""
CR45134	asRNA:CR45134	2R	""
CR45135	asRNA:CR45135	2R	""
CR45136	asRNA:CR45136	2R	""
CR45137	asRNA:CR45137	2R	""
CR45138	lncRNA:CR45138	2R	""
CR45139	asRNA:CR45139	2R	""
CR45140	asRNA:CR45140	2R	""
CR45141	asRNA:CR45141	2R	""
CR45142	asRNA:CR45142	2R	""
CR45143	asRNA:CR45143	2R	""
CR45144	asRNA:CR45144	2R	""
CR45145	asRNA:CR45145	2R	""
CR45146	asRNA:CR45146	2R	""
CR45147	lncRNA:CR45147	2R	""
CR45148	lncRNA:CR45148	2R	""
CR45149	asRNA:CR45149	2R	""
CR45150	lncRNA:CR45150	2R	""
CR45151	asRNA:CR45151	2R	""
CR45152	asRNA:CR45152	2R	""
CR45153	lncRNA:CR45153	2R	""
CR45155	lncRNA:CR45155	3L	""
CR45156	lncRNA:CR45156	3L	""
CR45157	lncRNA:CR45157	3L	""
CR45158	lncRNA:CR45158	3L	""
CR45159	lncRNA:CR45159	3L	""
CR45160	asRNA:CR45160	3L	""
CR45161	asRNA:CR45161	3L	""
CR45162	asRNA:CR45162	3L	""
CR45163	asRNA:CR45163	3L	""
CR45164	asRNA:CR45164	3L	""
CR45165	lncRNA:CR45165	3L	""
CR45166	lncRNA:CR45166	3L	""
CR45167	asRNA:CR45167	3L	""
CR45168	lncRNA:CR45168	3L	""
CR45169	lncRNA:CR45169	3L	""
CR45170	lncRNA:CR45170	3L	""
CR45171	asRNA:CR45171	3L	""
CR45172	lncRNA:CR45172	3L	""
CR45173	lncRNA:CR45173	3L	""
CR45174	lncRNA:CR45174	3L	""
CR45175	asRNA:CR45175	3L	""
CR45176	lncRNA:CR45176	3L	""
CR45177	lncRNA:CR45177	3L	""
CR45178	lncRNA:CR45178	3L	""
CR45179	lncRNA:CR45179	3L	""
CR45180	lncRNA:CR45180	3L	""
CR45181	lncRNA:CR45181	3L	""
CR45182	asRNA:CR45182	3L	""
CR45183	lncRNA:CR45183	2L	""
CR45184	lncRNA:CR45184	3L	""
CR45185	asRNA:CR45185	X	""
CR45187	lncRNA:CR45187	3R	""
CR45188	lncRNA:CR45188	3R	""
CR45189	asRNA:CR45189	3R	""
CR45190	asRNA:CR45190	3R	""
CR45191	lncRNA:CR45191	3R	""
CR45192	asRNA:CR45192	3R	""
CR45193	lncRNA:CR45193	3R	""
CR45195	asRNA:CR45195	3R	""
CR45196	lncRNA:CR45196	3R	""
CR45197	lncRNA:CR45197	X	""
CR45198	asRNA:CR45198	4	""
CR45199	lncRNA:CR45199	4	""
CR45200	lncRNA:CR45200	4	""
CR45201	lncRNA:CR45201	4	""
CR45202	asRNA:CR45202	2R	""
CR45203	lncRNA:CR45203	3R	""
CR45204	lncRNA:CR45204	X	""
CR45205	asRNA:CR45205	3R	""
CR45206	asRNA:CR45206	3R	""
CR45208	asRNA:CR45208	3R	""
CR45209	asRNA:CR45209	3R	""
CR45210	asRNA:CR45210	3L	""
CR45211	lncRNA:CR45211	3R	""
CR45212	lncRNA:CR45212	3R	""
CR45213	asRNA:CR45213	3R	""
CR45214	asRNA:CR45214	3R	""
CR45215	lncRNA:CR45215	3R	""
CR45216	lncRNA:CR45216	3R	""
CR45217	lncRNA:CR45217	3R	""
CR45220	lncRNA:CR45220	3R	""
CR45221	lncRNA:CR45221	3R	""
CR45222	lncRNA:CR45222	3R	""
CR45223	lncRNA:CR45223	3R	""
CR45224	lncRNA:CR45224	3R	""
CR45225	lncRNA:CR45225	3R	""
CR45226	lncRNA:CR45226	3R	""
CR45227	CR45227	2R	""
CR45228	lncRNA:CR45228	2R	""
CR45229	lncRNA:CR45229	2R	""
CR45231	lncRNA:CR45231	2R	""
CR45232	lncRNA:CR45232	2R	""
CR45233	lncRNA:CR45233	3L	""
CR45234	lncRNA:CR45234	3L	""
CR45236	lncRNA:CR45236	3L	""
CR45237	lncRNA:CR45237	3L	""
CR45238	lncRNA:CR45238	3L	""
CR45239	lncRNA:CR45239	3L	""
CR45240	lncRNA:CR45240	3L	""
CR45241	lncRNA:CR45241	3L	""
CR45242	lncRNA:CR45242	3L	""
CR45243	lncRNA:CR45243	3L	""
CR45245	lncRNA:CR45245	3L	""
CR45246	lncRNA:CR45246	3L	""
CR45247	lncRNA:CR45247	3L	""
CR45248	lncRNA:CR45248	3L	""
CR45249	lncRNA:CR45249	3L	""
CR45250	lncRNA:CR45250	3L	""
CR45251	lncRNA:CR45251	3L	""
CR45252	lncRNA:CR45252	2R	""
CR45253	lncRNA:CR45253	3L	""
CR45254	lncRNA:CR45254	3L	""
CR45255	lncRNA:CR45255	3L	""
CR45256	lncRNA:CR45256	2R	""
CR45257	asRNA:CR45257	2L	""
CR45258	lncRNA:CR45258	2L	""
CR45259	lncRNA:CR45259	2L	""
CR45260	asRNA:CR45260	2L	""
CR45261	lncRNA:CR45261	2L	""
CR45262	lncRNA:CR45262	2L	""
CR45264	asRNA:CR45264	2R	""
CR45265	lncRNA:CR45265	2R	""
CR45266	lncRNA:CR45266	2R	""
CR45267	lncRNA:CR45267	2R	""
CR45268	asRNA:CR45268	2R	""
CR45269	lncRNA:CR45269	2R	""
CR45270	asRNA:CR45270	2R	""
CR45271	asRNA:CR45271	2R	""
CR45272	asRNA:CR45272	2R	""
CR45274	lncRNA:CR45274	2R	""
CR45275	asRNA:CR45275	2R	""
CR45276	lncRNA:CR45276	2R	""
CR45277	lncRNA:CR45277	2R	""
CR45278	lncRNA:CR45278	2R	""
CR45279	lncRNA:CR45279	2R	""
CR45280	lncRNA:CR45280	2R	""
CR45281	asRNA:CR45281	2R	""
CR45282	lncRNA:CR45282	2L	""
CR45283	lncRNA:CR45283	2L	""
CR45284	lncRNA:CR45284	2L	""
CR45285	lncRNA:CR45285	2L	""
CR45286	lncRNA:CR45286	2L	""
CR45287	lncRNA:CR45287	2L	""
CR45288	lncRNA:CR45288	2L	""
CR45289	lncRNA:CR45289	2L	""
CR45290	lncRNA:CR45290	2L	""
CR45291	lncRNA:CR45291	2L	""
CR45292	lncRNA:CR45292	2L	""
CR45293	lncRNA:CR45293	2L	""
CR45294	lncRNA:CR45294	2L	""
CR45295	lncRNA:CR45295	2L	""
CR45296	lncRNA:CR45296	2L	""
CR45297	lncRNA:CR45297	2L	""
CR45298	lncRNA:CR45298	2L	""
CR45299	lncRNA:CR45299	2L	""
CR45300	asRNA:CR45300	2L	""
CR45301	lncRNA:CR45301	2L	""
CR45302	lncRNA:CR45302	2L	""
CR45303	lncRNA:CR45303	2L	""
CR45304	lncRNA:CR45304	2L	""
CR45305	asRNA:CR45305	2L	""
CR45306	lncRNA:CR45306	2L	""
CR45308	lncRNA:CR45308	2R	""
CR45309	lncRNA:CR45309	2R	""
CR45310	lncRNA:CR45310	2R	""
CR45311	lncRNA:CR45311	2R	""
CR45312	lncRNA:CR45312	2R	""
CR45313	lncRNA:CR45313	2R	""
CR45314	lncRNA:CR45314	2R	""
CR45315	CR45315	2R	""
CR45316	lncRNA:CR45316	2R	""
CR45317	lncRNA:CR45317	2R	""
CR45318	lncRNA:CR45318	2R	""
CR45319	lncRNA:CR45319	2R	""
CR45320	lncRNA:CR45320	2R	""
CR45321	lncRNA:CR45321	2R	""
CR45322	lncRNA:CR45322	2R	""
CR45323	lncRNA:CR45323	2R	""
CR45324	lncRNA:CR45324	2R	""
CR45325	lncRNA:CR45325	2R	""
CR45326	asRNA:CR45326	2R	""
CR45327	lncRNA:CR45327	2R	""
CR45328	lncRNA:CR45328	2R	""
CR45329	lncRNA:CR45329	2R	""
CR45330	asRNA:CR45330	2L	""
CR45331	lncRNA:CR45331	2L	""
CR45332	lncRNA:CR45332	2L	""
CR45333	lncRNA:CR45333	2L	""
CR45334	lncRNA:CR45334	2L	""
CR45335	lncRNA:CR45335	2L	""
CR45336	lncRNA:CR45336	2L	""
CR45337	lncRNA:CR45337	2L	""
CR45338	lncRNA:CR45338	2L	""
CR45339	lncRNA:CR45339	2L	""
CR45340	lncRNA:CR45340	2L	""
CR45341	asRNA:CR45341	2L	""
CR45342	asRNA:CR45342	2L	""
CR45343	asRNA:CR45343	2L	""
CR45344	lncRNA:CR45344	2L	""
CR45345	lncRNA:CR45345	2L	""
CR45346	lncRNA:CR45346	2L	""
CR45347	lncRNA:CR45347	2L	""
CR45348	lncRNA:CR45348	2L	""
CR45349	lncRNA:CR45349	2L	""
CR45350	asRNA:CR45350	2R	""
CR45351	lncRNA:CR45351	2L	""
CR45352	lncRNA:CR45352	2L	""
CR45353	lncRNA:CR45353	2L	""
CR45354	lncRNA:CR45354	2L	""
CR45355	lncRNA:CR45355	2L	""
CR45356	lncRNA:CR45356	2L	""
CR45357	lncRNA:CR45357	2L	""
CR45358	lncRNA:CR45358	2L	""
CR45359	lncRNA:CR45359	2L	""
CR45360	lncRNA:CR45360	2L	""
CR45361	lncRNA:CR45361	2L	""
CR45362	lncRNA:CR45362	2L	""
CR45363	lncRNA:CR45363	2L	""
CR45364	lncRNA:CR45364	2L	""
CR45365	lncRNA:CR45365	2L	""
CR45366	asRNA:CR45366	2L	""
CR45367	asRNA:CR45367	2L	""
CR45369	lncRNA:CR45369	2L	""
CR45370	lncRNA:CR45370	2L	""
CR45371	asRNA:CR45371	2L	""
CR45372	lncRNA:CR45372	2L	""
CR45373	lncRNA:CR45373	2L	""
CR45374	lncRNA:CR45374	2L	""
CR45375	lncRNA:CR45375	2L	""
CR45376	asRNA:CR45376	2R	""
CR45377	lncRNA:CR45377	2R	""
CR45378	lncRNA:CR45378	3L	""
CR45379	lncRNA:CR45379	3L	""
CR45380	lncRNA:CR45380	3L	""
CR45381	lncRNA:CR45381	3L	""
CR45382	lncRNA:CR45382	3L	""
CR45383	lncRNA:CR45383	3L	""
CR45384	asRNA:CR45384	3L	""
CR45385	CR45385	3L	""
CR45386	lncRNA:CR45386	3L	""
CR45387	lncRNA:CR45387	3L	""
CR45388	lncRNA:CR45388	3L	""
CR45389	lncRNA:CR45389	3L	""
CR45390	lncRNA:CR45390	3L	""
CR45391	CR45391	3L	""
CR45392	lncRNA:CR45392	3L	""
CR45393	lncRNA:CR45393	3L	""
CR45394	lncRNA:CR45394	3L	""
CR45395	lncRNA:CR45395	3L	""
CR45396	asRNA:CR45396	3L	""
CR45397	asRNA:CR45397	3L	""
CR45398	lncRNA:CR45398	3L	""
CR45399	lncRNA:CR45399	3L	""
CR45400	lncRNA:CR45400	3L	""
CR45401	lncRNA:CR45401	3L	""
CR45402	lncRNA:CR45402	3L	""
CR45403	lncRNA:CR45403	3L	""
CR45404	lncRNA:CR45404	3L	""
CR45405	lncRNA:CR45405	3L	""
CR45406	lncRNA:CR45406	3L	""
CR45407	lncRNA:CR45407	3L	""
CR45408	lncRNA:CR45408	3L	""
CR45409	lncRNA:CR45409	3L	""
CR45410	lncRNA:CR45410	3L	""
CR45411	lncRNA:CR45411	3L	""
CR45412	lncRNA:CR45412	3L	""
CR45414	lncRNA:CR45414	3L	""
CR45415	lncRNA:CR45415	3L	""
CR45416	lncRNA:CR45416	3L	""
CR45417	lncRNA:CR45417	3L	""
CR45418	lncRNA:CR45418	3L	""
CR45419	lncRNA:CR45419	3L	""
CR45420	lncRNA:CR45420	3L	""
CR45421	lncRNA:CR45421	3L	""
CR45422	lncRNA:CR45422	3L	""
CR45423	lncRNA:CR45423	2R	""
CR45424	lncRNA:CR45424	3L	""
CR45425	lncRNA:CR45425	3L	""
CR45426	lncRNA:CR45426	3L	""
CR45427	lncRNA:CR45427	3L	""
CR45429	lncRNA:CR45429	3L	""
CR45430	lncRNA:CR45430	3L	""
CR45431	lncRNA:CR45431	3L	""
CR45432	lncRNA:CR45432	3L	""
CR45433	lncRNA:CR45433	3L	""
CR45434	lncRNA:CR45434	3L	""
CR45435	lncRNA:CR45435	3L	""
CR45436	lncRNA:CR45436	3L	""
CR45437	lncRNA:CR45437	3L	""
CR45438	lncRNA:CR45438	3L	""
CR45439	lncRNA:CR45439	3L	""
CR45440	lncRNA:CR45440	3L	""
CR45441	lncRNA:CR45441	3L	""
CR45442	lncRNA:CR45442	3L	""
CR45443	lncRNA:CR45443	3L	""
CR45444	lncRNA:CR45444	3L	""
CR45445	asRNA:CR45445	3L	""
CR45446	lncRNA:CR45446	3L	""
CR45447	lncRNA:CR45447	2L	""
CR45448	lncRNA:CR45448	2L	""
CR45449	lncRNA:CR45449	2L	""
CR45450	lncRNA:CR45450	2L	""
CR45451	lncRNA:CR45451	2L	""
CR45452	lncRNA:CR45452	2L	""
CR45453	lncRNA:CR45453	2L	""
CR45454	lncRNA:CR45454	2L	""
CR45455	lncRNA:CR45455	2L	""
CR45456	lncRNA:CR45456	2L	""
CR45457	lncRNA:CR45457	2L	""
CR45458	CR45458	2L	""
CR45461	lncRNA:CR45461	2L	""
CR45462	lncRNA:CR45462	2L	""
CR45463	lncRNA:CR45463	2L	""
CR45464	lncRNA:CR45464	X	""
CR45465	lncRNA:CR45465	X	""
CR45466	asRNA:CR45466	X	""
CR45467	asRNA:CR45467	2R	""
CR45468	asRNA:CR45468	2R	""
CR45469	asRNA:CR45469	2R	""
CR45470	CR45470	2R	""
CR45471	lncRNA:CR45471	2R	""
CR45472	lncRNA:CR45472	2R	""
CR45473	lncRNA:CR45473	X	""
CR45474	lncRNA:CR45474	X	""
CR45475	lncRNA:CR45475	X	""
CR45476	lncRNA:CR45476	X	""
CR45478	lncRNA:CR45478	X	""
CR45479	asRNA:CR45479	X	""
CR45480	lncRNA:CR45480	X	""
CR45481	asRNA:CR45481	X	""
CR45482	lncRNA:CR45482	X	""
CR45483	lncRNA:CR45483	X	""
CR45484	lncRNA:CR45484	X	""
CR45485	asRNA:CR45485	X	""
CR45495	CR45495	X	""
CR45496	CR45496	X	""
CR45497	CR45497	X	""
CR45498	CR45498	X	""
CR45499	CR45499	X	""
CR45500	lncRNA:CR45500	X	""
CR45501	asRNA:CR45501	X	""
CR45502	lncRNA:CR45502	X	""
CR45503	lncRNA:CR45503	X	""
CR45504	lncRNA:CR45504	X	""
CR45505	lncRNA:CR45505	X	""
CR45506	lncRNA:CR45506	X	""
CR45507	lncRNA:CR45507	X	""
CR45508	lncRNA:CR45508	X	""
CR45509	lncRNA:CR45509	X	""
CR45510	lncRNA:CR45510	X	""
CR45511	lncRNA:CR45511	X	""
CR45512	lncRNA:CR45512	X	""
CR45513	lncRNA:CR45513	X	""
CR45514	lncRNA:CR45514	X	""
CR45515	lncRNA:CR45515	X	""
CR45516	lncRNA:CR45516	X	""
CR45517	lncRNA:CR45517	X	""
CR45518	asRNA:CR45518	X	""
CR45519	lncRNA:CR45519	X	""
CR45520	asRNA:CR45520	X	""
CR45521	lncRNA:CR45521	X	""
CR45522	lncRNA:CR45522	X	""
CR45523	lncRNA:CR45523	X	""
CR45524	lncRNA:CR45524	X	""
CR45525	asRNA:CR45525	X	""
CR45526	lncRNA:CR45526	X	""
CR45527	lncRNA:CR45527	X	""
CR45528	asRNA:CR45528	X	""
CR45529	lncRNA:CR45529	X	""
CR45530	lncRNA:CR45530	X	""
CR45531	lncRNA:CR45531	X	""
CR45532	lncRNA:CR45532	X	""
CR45533	lncRNA:CR45533	X	""
CR45534	lncRNA:CR45534	X	""
CR45535	asRNA:CR45535	X	""
CR45536	lncRNA:CR45536	X	""
CR45537	lncRNA:CR45537	X	""
CR45538	asRNA:CR45538	X	""
CR45539	lncRNA:CR45539	X	""
CR45540	lncRNA:CR45540	X	""
CR45541	lncRNA:CR45541	X	""
CR45542	lncRNA:CR45542	X	""
CR45543	lncRNA:CR45543	X	""
CR45547	lncRNA:CR45547	3R	""
CR45548	CR45548	3R	""
CR45549	asRNA:CR45549	3R	""
CR45550	lncRNA:CR45550	3R	""
CR45551	lncRNA:CR45551	3R	""
CR45552	lncRNA:CR45552	3R	""
CR45553	lncRNA:CR45553	3R	""
CR45554	lncRNA:CR45554	3R	""
CR45555	lncRNA:CR45555	3R	""
CR45556	lncRNA:CR45556	3R	""
CR45558	lncRNA:CR45558	3R	""
CR45559	lncRNA:CR45559	3R	""
CR45560	lncRNA:CR45560	3R	""
CR45561	lncRNA:CR45561	3R	""
CR45562	lncRNA:CR45562	3R	""
CR45563	lncRNA:CR45563	3R	""
CR45564	lncRNA:CR45564	3R	""
CR45565	lncRNA:CR45565	3R	""
CR45566	lncRNA:CR45566	3R	""
CR45567	lncRNA:CR45567	3R	""
CR45568	lncRNA:CR45568	3R	""
CR45569	lncRNA:CR45569	3R	""
CR45570	lncRNA:CR45570	3R	""
CR45571	lncRNA:CR45571	3R	""
CR45572	lncRNA:CR45572	3R	""
CR45573	lncRNA:CR45573	3R	""
CR45574	lncRNA:CR45574	3R	""
CR45575	lncRNA:CR45575	3R	""
CR45576	lncRNA:CR45576	3R	""
CR45577	lncRNA:CR45577	3R	""
CR45578	lncRNA:CR45578	3R	""
CR45579	lncRNA:CR45579	3R	""
CR45580	lncRNA:CR45580	3R	""
CR45581	lncRNA:CR45581	3R	""
CR45582	lncRNA:CR45582	3R	""
CR45583	lncRNA:CR45583	3R	""
CR45584	lncRNA:CR45584	3R	""
CR45585	lncRNA:CR45585	3R	""
CR45586	lncRNA:CR45586	3R	""
CR45587	lncRNA:CR45587	3R	""
CR45588	lncRNA:CR45588	3R	""
CR45589	lncRNA:CR45589	3R	""
CR45590	lncRNA:CR45590	3R	""
CR45591	lncRNA:CR45591	3R	""
CR45592	lncRNA:CR45592	3R	""
CR45593	lncRNA:CR45593	3R	""
CR45594	lncRNA:CR45594	3R	""
CR45595	lncRNA:CR45595	3R	""
CR45596	lncRNA:CR45596	3R	""
CR45597	lncRNA:CR45597	3R	""
CR45598	lncRNA:CR45598	3R	""
CR45599	lncRNA:CR45599	3R	""
CR45600	asRNA:CR45600	3R	""
CR45601	asRNA:CR45601	X	""
CR45602	lncRNA:CR45602	X	""
CR45604	asRNA:CR45604	X	""
CR45605	lncRNA:CR45605	X	""
CR45606	lncRNA:CR45606	X	""
CR45607	lncRNA:CR45607	X	""
CR45608	lncRNA:CR45608	X	""
CR45609	lncRNA:CR45609	X	""
CR45610	lncRNA:CR45610	X	""
CR45611	asRNA:CR45611	X	""
CR45612	asRNA:CR45612	X	""
CR45613	lncRNA:CR45613	X	""
CR45614	lncRNA:CR45614	X	""
CR45615	lncRNA:CR45615	X	""
CR45616	lncRNA:CR45616	X	""
CR45617	lncRNA:CR45617	X	""
CR45618	lncRNA:CR45618	X	""
CR45619	lncRNA:CR45619	X	""
CR45620	asRNA:CR45620	X	""
CR45621	asRNA:CR45621	X	""
CR45622	lncRNA:CR45622	X	""
CR45623	asRNA:CR45623	X	""
CR45624	lncRNA:CR45624	X	""
CR45625	lncRNA:CR45625	X	""
CR45626	lncRNA:CR45626	X	""
CR45627	lncRNA:CR45627	X	""
CR45628	lncRNA:CR45628	X	""
CR45629	asRNA:CR45629	X	""
CR45630	lncRNA:CR45630	3R	""
CR45631	lncRNA:CR45631	3R	""
CR45632	lncRNA:CR45632	3R	""
CR45633	lncRNA:CR45633	3R	""
CR45634	lncRNA:CR45634	3R	""
CR45635	lncRNA:CR45635	3R	""
CR45636	lncRNA:CR45636	3R	""
CR45637	lncRNA:CR45637	3R	""
CR45638	lncRNA:CR45638	3R	""
CR45639	lncRNA:CR45639	3R	""
CR45640	lncRNA:CR45640	3R	""
CR45641	lncRNA:CR45641	3R	""
CR45642	lncRNA:CR45642	3R	""
CR45643	lncRNA:CR45643	3R	""
CR45644	lncRNA:CR45644	3R	""
CR45645	lncRNA:CR45645	3R	""
CR45646	lncRNA:CR45646	3R	""
CR45647	lncRNA:CR45647	3R	""
CR45648	asRNA:CR45648	3R	""
CR45649	lncRNA:CR45649	3R	""
CR45650	lncRNA:CR45650	3R	""
CR45651	lncRNA:CR45651	3R	""
CR45652	lncRNA:CR45652	3R	""
CR45653	lncRNA:CR45653	3R	""
CR45654	lncRNA:CR45654	3R	""
CR45655	lncRNA:CR45655	3R	""
CR45656	lncRNA:CR45656	3R	""
CR45657	lncRNA:CR45657	3R	""
CR45658	lncRNA:CR45658	3L	""
CR45659	lncRNA:CR45659	3L	""
CR45660	lncRNA:CR45660	3L	""
CR45661	lncRNA:CR45661	3L	""
CR45662	lncRNA:CR45662	3R	""
CR45663	asRNA:CR45663	3L	""
CR45664	lncRNA:CR45664	3L	""
CR45665	lncRNA:CR45665	X	""
CR45666	lncRNA:CR45666	X	""
CR45667	lncRNA:CR45667	X	""
CR45668	lncRNA:CR45668	X	""
CR45669	lncRNA:CR45669	3R	""
CR45670	lncRNA:CR45670	3L	""
CR45671	lncRNA:CR45671	3L	""
CR45672	lncRNA:CR45672	3L	""
CR45673	lncRNA:CR45673	3R	""
CR45674	lncRNA:CR45674	3L	""
CR45675	lncRNA:CR45675	3L	""
